restaurant,cuisines,city,longitude,latitude,price,"aggregate rating"
"Chawla's 2","North Indian, Mughlai, Chinese",Noida,77.37333611,28.515425,18.200,2.1
"Ginnis Oven",Bakery,Noida,77.3246524,28.5963721,5.200,3.2
"Cream Bell","Ice Cream",Noida,77.3227953,28.5960491,2.600,0
Whomely,"North Indian",Noida,77.39445644,28.52887237,2.600,3.2
Breaktym,"North Indian, Mughlai",Noida,77.3820287,28.5205286,5.200,3.2
"Chinese Chilli Seasonal",Chinese,Noida,77.3851484,28.5136416,3.900,2.9
Gopala,"Mithai, Beverages",Noida,77.3853306,28.5146003,2.600,3.4
"Hungry's Hut","Chinese, Fast Food",Noida,77.3817427,28.5200041,6.500,3.1
Kebabplus,"North Indian, Mughlai",Noida,77.3841646,28.5205903,7.800,3.1
"Oh Buoy - Flying Fox","Chinese, Fast Food",Noida,77.381653,28.519906,6.500,3
"Punjabi Pakwaan","North Indian, Mughlai, Chinese",Noida,77.38255,28.5200799,10.400,3.1
"The Dessert Table Company","Bakery, Desserts",Noida,77.3863173,28.5189985,6.500,3.1
"The Roll Van","North Indian, Mughlai",Noida,77.3826397,28.5208059,6.500,3
"Kitchen Mantra","North Indian, Mughlai, Chinese",Noida,77.3841646,28.5205006,7.150,3.6
"Wabi Sabi","Bakery, Fast Food",Noida,77.3841646,28.5209491,3.900,3.6
"Baskin Robbins","Ice Cream",Noida,77.3854509,28.5143927,3.900,0
"Choicest Cakes",Bakery,Noida,77.3856446,28.5144055,3.900,0
"Midnight Foodies","Burger, Fast Food",Noida,0,0,3.250,0
"Om Sweets Caterers & Bakery","Mithai, Bakery",Noida,77.3881327,28.5249223,1.950,0
"Spicy Affair","Street Food",Noida,77.381653,28.519906,1.950,0
"The Bakery Mart",Bakery,Noida,77.3820118,28.5204779,10.400,0
"Southern Flavours","South Indian",Noida,77.3854743,28.5143706,4.550,2.4
Cakebak,"Bakery, Desserts",Noida,77.36500047,28.59579437,5.200,3.1
"Fire n Ice","Fast Food, North Indian, Chinese",Noida,77.3648332,28.5971027,7.800,0
"Adarsh Kulfi","Ice Cream",Noida,77.3404494,28.5854737,1.300,3
"Andaaz E Paranthas","North Indian, Mughlai",Noida,77.3404494,28.5854737,7.150,3.2
"Hot Fries","Fast Food",Noida,77.3404494,28.5854737,4.550,3
"Pizza Hut","Italian, Pizza, Fast Food",Noida,77.3413131,28.5864102,13.000,3.4
"Rasoi E Punjab","North Indian",Noida,77.3404494,28.5854737,6.500,2.6
Subway,"American, Fast Food, Salad, Healthy Food",Noida,77.3398007,28.5864047,6.500,3.4
Haldiram's,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",Noida,77.341214,28.5861409,7.800,3.6
"Legends Barbeques","North Indian, Chinese, Mediterranean, Asian, Continental",Noida,77.341371,28.5862391,16.900,3.9
"6 Packs Momos",Chinese,Noida,77.3406022,28.586,3.900,0
Balti,"North Indian",Noida,0,0,5.200,0
"Baskin Robbins","Ice Cream",Noida,77.341593,28.5855119,3.900,0
KBC?,"North Indian, Mughlai",Noida,77.3409734,28.5863196,6.500,0
"Nukkad Bites","North Indian, South Indian, Bakery, Beverages",Noida,77.3373249,28.5835794,6.500,0
"Pan Asian Noodles",Chinese,Noida,77.3409762,28.5863106,7.150,0
Chicane,"European, North Indian, Chinese",Noida,77.3410212,28.5854928,32.500,2.2
"US Pizza","Pizza, Fast Food",Noida,77.3410212,28.5854928,8.450,2.2
"Angeethi Se","North Indian, Chinese",Noida,77.3648332,28.5971027,7.800,3.2
Barista,Cafe,Noida,77.3648332,28.5971027,8.450,2.5
"BK's The Juice Bar","Juices, Beverages, Fast Food",Noida,77.3648332,28.5971027,2.600,3
"Eden Kitchen & Bar","North Indian, Chinese",Noida,77.3646089,28.5973057,26.000,3.1
"Moti Mahal Delux Tandoori Trail","North Indian, Mughlai, Chinese",Noida,77.364878,28.5970621,13.000,2.5
"New Woks","Chinese, Asian",Noida,77.364878,28.5970621,9.750,2.5
"Otik Hotshop","North Indian, Mughlai",Noida,77.3648332,28.5971027,7.800,3.1
"Pizza Hut","Italian, Pizza, Fast Food",Noida,77.36484054,28.5973425,13.000,3.3
"Punjabi Dhaba 61","North Indian, Mughlai, Chinese",Noida,77.3649169,28.5971298,10.400,2.6
"Punjabi Pakwaan","North Indian, Mughlai",Noida,77.364878,28.5971518,15.600,3
"Spice of India","Mughlai, North Indian",Noida,77.3647883,28.5971433,9.100,2.6
Swaad,"North Indian, Chinese",Noida,77.364878,28.5970621,7.800,2.7
"Yumm Biryani","Biryani, Mughlai",Noida,77.3649068,28.5971097,7.150,3.2
"Otik Cake Shop","Bakery, Desserts, Fast Food, North Indian",Noida,77.3648332,28.5971027,5.850,3.5
"Adarsh Kulfi","Ice Cream",Noida,77.3648332,28.5971027,1.300,0
"Pizza Junction","Fast Food, Pizza",Noida,77.36474722,28.59716667,7.150,0
"Domino's Pizza","Pizza, Fast Food",Noida,77.3649083,28.5971137,9.100,2.4
"Sagar Ratna","South Indian, North Indian, Chinese",Noida,77.3648332,28.5971027,7.800,2.3
Subway,"American, Fast Food, Salad, Healthy Food",Noida,77.36498103,28.59689799,6.500,2.3
Barista,Cafe,Noida,77.3258017,28.5675107,8.450,3.3
"Bikano Chat Cafe","North Indian, Street Food, South Indian, Fast Food, Chinese",Noida,77.325869,28.5674499,6.500,3
"Cafe Coffee Day",Cafe,Noida,77.3262953,28.5678712,5.850,2.7
"Cafe Coffee Day",Cafe,Noida,77.3260261,28.5676664,5.850,2.7
Chaayos,"Cafe, Tea",Noida,77.3253081,28.566702,5.200,3.4
"Chopaal Marwari","North Indian, Rajasthani",Noida,77.325482,28.5670755,7.800,2.8
"Dolce Gelato","Ice Cream, Beverages, Fast Food",Noida,77.3265645,28.5680759,3.900,3
"Domino's Pizza","Pizza, Fast Food",Noida,77.3255549,28.5675098,9.100,3.2
"Gelato Vinto","Desserts, Ice Cream",Noida,77.3259363,28.5677476,3.250,3.1
"Kebab Xpress","North Indian, Mughlai",Noida,77.3254017,28.5672542,7.800,3.2
McDonald's,"Fast Food, Burger",Noida,77.3253081,28.5671503,6.500,3.4
"Pind Balluchi","North Indian, Mughlai",Noida,77.3253979,28.5671588,10.400,3.3
"Ristorante Prego",Italian,Noida,77.3253979,28.5671588,15.600,3.1
"The Coffee Bean & Tea Leaf",Cafe,Noida,77.32540604,28.56721958,9.100,2.6
"Turquoise Turkish Ice-cream","Ice Cream",Noida,77.3265645,28.5680759,3.250,3.4
"Yo! China",Chinese,Noida,77.3262504,28.5678221,16.900,2.6
"Baskin Robbins","Ice Cream",Noida,77.3254972,28.5672537,3.900,3.5
"Burger King","Burger, Fast Food",Noida,77.3253081,28.5671503,6.500,3.5
"Costa Coffee",Cafe,Noida,77.3260709,28.5674465,7.800,3.5
"Crazy Noodles","Chinese, Thai",Noida,77.3264748,28.5678881,14.300,3.6
"Jack Po!tato's","Fast Food",Noida,77.3253509,28.5671054,1.950,3.5
"Mandarin Trail",Chinese,Noida,77.3255325,28.5672163,19.500,3.7
"Nazeer Foods","Mughlai, North Indian",Noida,77.3256447,28.5674287,7.800,3.6
"Pizza Hut","Italian, Pizza, Fast Food",Noida,77.3255133,28.5672492,13.000,3.7
"Shree Rathnam","South Indian, North Indian, Chinese",Noida,77.3261382,28.5680132,10.400,3.5
"TGI Friday's","American, Tex-Mex",Noida,77.3262056,28.5676834,32.500,3.5
"Thaal Vaadi","North Indian, Rajasthani",Noida,77.3261382,28.5680132,13.000,3.5
"Cafe' Wow","Fast Food",Noida,77.3255998,28.5675141,2.600,0
"Chef's Basket Pop Up Caf刺","Italian, Chinese",Noida,0,0,2.600,0
"Chocolate Fountain",Desserts,Noida,77.3253979,28.5671588,1.950,0
McDonald's,"Desserts, Ice Cream",Noida,77.3265645,28.5680759,1.950,0
"Tea Trails",Cafe,Noida,77.324803,28.564185,11.050,0
"The Hangout-Deli","Continental, Lebanese, Mexican",Noida,77.32321292,28.5677509,13.000,0
Chopaal,"Chinese, North Indian, South Indian, Fast Food",Noida,77.3253081,28.5671503,5.850,2
"Club Ice Cube","North Indian, Continental, Chinese",Noida,77.3264748,28.5680674,31.200,2
"Moti Mahal Delux Tandoori Trail","North Indian, Mughlai",Noida,77.325445,28.5670397,15.600,2
"The Punjabiis Restro Bar","North Indian, Chinese",Noida,77.3253979,28.5671588,15.600,4
"Sky Grill","North Indian, Chinese",Noida,77.3675243,28.5575368,9.100,2.6
"Bread & Pasta","Fast Food",Noida,77.3673027,28.5579292,5.200,0
"Chillies Cafe","Fast Food",Noida,77.367188,28.5578418,7.800,0
Platters,"North Indian, Chinese",Noida,77.3673216,28.5579297,6.500,0
"The Grand","Raw Meats, Fast Food",Noida,77.367188,28.5578518,3.250,0
"Hops n Grains","North Indian, Middle Eastern, Pizza",Panchkula,76.849258,30.6978586,26.000,4.2
"Genuine Broaster Chicken","American, Chinese, North Indian, Italian",Patna,0,0,6.500,3.5
"Bansi Vihar","South Indian, Fast Food",Patna,85.137825,25.60803333,3.900,3.4
"Mainland China",Chinese,Patna,0,0,18.200,3.5
"Pukhtaan-The Royal Taste of India","North Indian, Chinese",Patna,0,0,19.500,3.5
"The Yellow Chilli","North Indian, Chinese, Continental",Patna,85.13588611,25.61034722,13.000,3.5
"Indian Summer Cafe","Continental, Cafe, Italian, Pizza, North Indian, Chinese, Bakery, Mughlai",Patna,85.14262542,25.6097878,7.800,3.4
KFC,"Fast Food",Patna,85.14649167,25.6172,6.500,3.3
McDonald's,"Fast Food",Patna,85.148632,25.617912,6.500,3.4
"Biryani Mahal","Biryani, Mughlai",Patna,85.13382778,25.61042222,6.500,3.6
"Spice Court - Hotel Maurya","North Indian, Continental, Chinese, South Indian",Patna,85.142028,25.615025,20.800,3.7
Angeethi,"North Indian, Mughlai, Chinese",Patna,85.074775,25.60662778,10.400,3.4
"Red Chilli","Chinese, North Indian, Mughlai",Patna,85.08215654,25.61355147,5.850,3.6
"Pind Balluchi","North Indian, Chinese",Patna,85.14115833,25.61704444,13.000,3.3
"Raj Rasoi","North Indian, South Indian, Fast Food",Patna,85.14343889,25.61583889,7.800,3.3
"Kapil Dev's Eleven","North Indian, Chinese, Finger Food",Patna,85.13806111,25.61098056,13.000,3.6
"Sri Basant Vihar","North Indian, Fast Food",Patna,85.13407222,25.61011389,7.800,3.6
"17 Degrees","North Indian, Chinese, Continental, Italian",Patna,85.106207,25.634209,15.600,3.5
Nirvana,"North Indian, Chinese",Patna,85.11631667,25.61403056,9.100,3.4
"Roti Restaurant","North Indian, South Indian, Chinese",Patna,85.11401389,25.62067778,6.500,3.1
Swaaddesh,"North Indian, Chinese",Patna,85.1154613,25.61552768,9.100,3.5
"Auroville Bakery",Bakery,Puducherry,79.834825,11.989991,1.950,3.8
"Tanto Pizzeria","Pizza, Italian",Puducherry,79.82895,11.99078611,13.000,3.8
"The Smoothie Bar","Desserts, Beverages, Juices",Puducherry,79.83147883,11.93819039,3.250,3.7
"Le Club","French, Continental, North Indian",Puducherry,79.83385556,11.92587222,18.200,3.5
"Cafe Ole","Cafe, Continental",Puducherry,79.83015556,11.92994722,9.100,3.8
Italize,"Pizza, Italian",Puducherry,79.83134832,11.93648771,7.800,3.6
"The Pasta Bar Veneto",Italian,Puducherry,79.83013889,11.92996111,11.700,3.6
"Baker Street","Bakery, French",Puducherry,79.829584,11.929275,5.200,4.1
"Zuka Choco-la",Desserts,Puducherry,79.830194,11.929842,3.900,4.2
"Bay of Buddha -  The Promenade","Chinese, Thai, Malaysian, Vietnamese, Korean, Indonesian, Asian",Puducherry,79.8358,11.9331,19.500,3.8
"Blueline - The Promenade","North Indian, Seafood, South Indian, Italian",Puducherry,79.83575556,11.93315278,19.500,3.8
"Villa Shanti",Continental,Puducherry,79.833191,11.929698,19.500,3.9
"Le Cafe",Cafe,Puducherry,79.83570833,11.93154444,5.850,3.1
"Spice Route","Continental, North Indian, Finger Food",Puducherry,79.83363356,11.92877274,15.600,3.4
#Dilliwaala6,"North Indian",Puducherry,79.83481014,11.9365319,10.400,3.7
"Cafe des Arts",Cafe,Puducherry,79.83331944,11.93021111,10.400,3.5
"Le Dupleix","North Indian, French, Continental",Puducherry,79.83376389,11.93104444,19.500,3.8
"Rendezvous Cafe Restaurant","Goan, Mangalorean, Continental, French",Puducherry,79.83258056,11.92859167,15.600,3.5
"The Indian Kaffe Express",Cafe,Puducherry,79.8348,11.93036667,7.150,3.8
"Gelateria Montecatini Terme",Desserts,Puducherry,79.83419167,11.92598889,1.950,4.2
"The Urban Foundry","North Indian, Asian",Pune,73.77472289,18.5691562,19.500,4.5
"Teddy Boy","North Indian, Continental, Finger Food",Pune,73.80485516,18.5514399,15.600,3.6
"Effingut Brewerkz","Continental, North Indian, Mughlai, Burmese",Pune,73.7982064,18.554382,26.000,4.3
"Le Plaisir","European, Desserts",Pune,73.83842938,18.51420998,13.000,4.8
"Farzi Cafe","Modern Indian",Pune,73.9051007,18.5436256,19.500,4.3
"Mineority By Saby","North Indian, North Eastern, Continental",Pune,73.90433729,18.54625752,18.200,4.2
"The Little Next Door","Finger Food, Italian, Spanish, Greek",Pune,73.90062645,18.54694697,13.000,4.1
"Effingut Brewerkz","Continental, North Indian, Mughlai, Burmese",Pune,73.89852025,18.53408003,23.400,4.3
Kargo,"Charcoal Grill, Italian, North Indian, European, Indonesian, Thai",Pune,73.89648478,18.53656175,11.700,4.4
"Saut刺ed Stories","Cafe, Italian, Continental",Pune,73.897902,18.53929933,11.050,4.2
"The Sassy Spoon","European, Asian, Mediterranean, Modern Indian, Desserts, Finger Food",Pune,73.899315,18.533811,19.500,4.1
"German Bakery Wunderbar","Italian, German, Continental",Pune,73.83054703,18.52001645,13.000,4
Chili's,"Mexican, American, Tex-Mex",Pune,73.9166191,18.5624502,23.400,4.5
"Barbeque Nation","North Indian, Mughlai",Pune,73.84252679,18.51621575,22.100,4.5
"Blue Water","North Indian, Chinese, Continental",Pune,73.75108123,18.63621513,19.500,4.2
"Agent Jack's Bar","Continental, North Indian, Italian",Pune,73.8303275,18.5367185,15.600,4.2
"Tales & Spirits","Italian, Continental, Cafe",Pune,73.8289719,18.5309626,10.400,4.1
"18 Degrees Resto Lounge","North Indian, Mediterranean, Chinese",Pune,73.785901,18.59348149,27.300,3.6
Apache,"Finger Food",Pune,73.9153669,18.5639345,13.000,4.1
"Barbeque Ville","North Indian",Pune,73.7735722,18.5927182,13.000,4.4
"Hot Lips","North Indian, Chinese",Ranchi,85.31684167,23.41679167,13.000,3.3
"The Kav's","North Indian, Continental, Chinese",Ranchi,0,0,5.200,3.2
Prana,"European, North Indian, Continental, Italian",Ranchi,0,0,13.000,3.7
"Kathi Kabab","Fast Food, North Indian",Ranchi,85.32534722,23.35903333,5.200,3.3
"Yo China Restaurant",Chinese,Ranchi,85.32409722,23.35516389,8.450,3.4
"Kaveri Restaurant And Caterers","North Indian, Chinese, South Indian, Chinese",Ranchi,85.32514606,23.35780368,5.850,4
"Yellow Sapphire","Continental, North Indian, European",Ranchi,85.325055,23.359407,13.000,3.7
"Moti Mahal Delux Tandoori Trail","North Indian, Chinese",Ranchi,85.32696667,23.35378333,13.000,3.6
"Jungli Moon Dance Restaurant","North Indian, South Indian, Chinese",Ranchi,85.32573056,23.35105833,6.500,3.1
KFC,"Fast Food",Ranchi,85.3329,23.35442222,6.500,3.2
"Punjab Sweet House","Street Food",Ranchi,85.32544722,23.35919444,2.600,3.5
"Food Belle","North Indian, Chinese",Ranchi,0,0,8.450,3.3
"Kaveri Restaurant And Caterers","North Indian, Chinese, South Indian, Chinese",Ranchi,85.33548611,23.37498889,5.850,3.4
"OMG Cafe","Cafe, Italian, Mexican, Chinese, North Indian",Ranchi,0,0,6.500,3.3
"The Best","North Indian, South Indian, Chinese",Ranchi,85.33981957,23.36974563,5.200,3.4
"7th Heaven","South Indian, North Indian, Chinese",Ranchi,85.32787222,23.37129167,5.200,3.7
"The Urban Brava","Cafe, Fast Food, North Indian",Ranchi,85.33573889,23.37487778,13.000,3.6
"Waterfront - Radisson Blu","North Indian, Continental",Ranchi,85.324253,23.351489,26.000,3.4
"Pizza Hut",Pizza,Ranchi,85.3172,23.33301667,9.100,3.5
"Aroma - The Royal Retreat","North Indian, South Indian, Chinese",Ranchi,85.39046389,23.39925,19.500,3.5
"Saffron Mantra","North Indian, Chinese",Secunderabad,78.5003662,17.4589981,11.050,4.4
"Coffee Cup","Cafe, Continental",Secunderabad,78.5521107,17.4832159,10.400,4.6
"Level 5 - Terrace Restro & Cafe","Chinese, North Indian, Italian, Mexican",Surat,72.79411532,21.18643846,11.700,3.8
"Wok On Fire","Chinese, Thai, Asian",Surat,72.79413611,21.18660789,10.400,3.9
Thalaivaa,"South Indian",Surat,72.79361609,21.18688393,6.500,4.1
"World Platter","North Indian, Chinese, Thai, Mexican, Italian",Surat,72.80195273,21.17349346,10.400,3.9
"Golden Dragon",Chinese,Surat,72.80434225,21.17510449,10.400,4.2
"Mysore Cafe","South Indian",Surat,72.80858986,21.185047,3.250,4
"Coffee Culture - The Ristorante Lounge","Cafe, Continental",Surat,72.79048864,21.17079783,8.450,4
"Falafel Lovers","Lebanese, Italian",Surat,72.79273096,21.17334339,8.450,4.3
"The Centre Court","Italian, North Indian, Desserts, Continental",Surat,72.79550278,21.175975,11.700,4.1
"Wok On Fire","Chinese, Thai, Asian",Surat,72.78929204,21.17105952,10.400,3.7
"Leonardo Italian Mediterranean Dining","Italian, Mexican, Mediterranean",Surat,72.76877817,21.15773452,18.200,4.2
"Kansar Gujarati Thali",Gujarati,Surat,72.81449206,21.18343357,7.150,3.9
"The Haus","Cafe, Desserts",Surat,72.78912205,21.17009563,6.500,3.9
"Black Pepper","North Indian, Italian",Surat,72.76872553,21.15772858,13.000,4.1
"Pizza Hut",Pizza,Surat,72.77147748,21.16052169,10.400,4.1
"The Sizzling Salsa","Italian, Continental, Chinese, Mexican",Surat,72.77420897,21.16043664,19.500,4.1
"Global Local","Modern Indian",Surat,72.77269729,21.14956883,19.500,3.4
"The Creamery","Ice Cream, Desserts",Surat,72.7786658,21.14983426,3.250,3.6
"The Food Lab","Italian, Lebanese, Mexican",Surat,72.77262915,21.14966885,11.700,3.6
"The Hog Spot","North Indian, Italian, Mexican, Asian",Surat,72.77805928,21.15275978,10.400,3.8
"22nd Parallel","South Indian",Vadodara,73.167788,22.307898,5.200,4.5
"Kabir Kitchen","North Indian, Chinese",Vadodara,0,0,7.800,3.8
"Kaphi Pibama","Cafe, Mexican, Italian, Fast Food",Vadodara,73.17,22.32,6.500,3.8
VarieTea,"Cafe, Fast Food",Vadodara,0,0,5.200,3.9
"Barbeque Nation","Mughlai, North Indian",Vadodara,73.170937,22.310526,19.500,4.3
"Little Italy",Italian,Vadodara,73.170283,22.31279,13.000,4.1
Meraki,"North Indian, Continental, Italian, Asian",Vadodara,0,0,15.600,4
"That Place","Italian, Mexican, Continental",Vadodara,0,0,19.500,4.4
"Wok On Fire","Thai, Chinese, Asian",Vadodara,0,0,10.400,3.8
"Mandap - Hotel Express Towers",Gujarati,Vadodara,73.169083,22.310329,7.800,4
"Offside Lounge","Continental, Chinese, Mexican, North Indian",Vadodara,73.167753,22.308096,10.400,3.8
"Gazebo Garden Restaurant","North Indian",Vadodara,0,0,13.000,3.5
"La Quello - Mediterranean Kitchen","Mediterranean, Italian",Vadodara,73.15892089,22.31023696,16.900,4.6
"El Amigos Kitchen","North Indian, Thai, Italian, Chinese, Mexican",Vadodara,73.165012,22.311603,10.400,3.5
"Mr Toasties","Fast Food",Vadodara,0,0,3.900,3.9
"The Yellow Chilli","North Indian, Mughlai",Vadodara,0,0,10.400,3.9
"Coffee Culture",Cafe,Vadodara,0,0,7.800,4.3
"Freshco - The Health Caf刺",Cafe,Vadodara,0,0,9.100,4.2
"Pizza Hut","Pizza, Italian",Vadodara,73.165081,22.311844,7.800,4.1
Tomato's,"North Indian, Mughlai, Mexican, Thai",Vadodara,73.164798,22.311358,13.000,4.1
"Open Hand Shop & Cafe",Cafe,Varanasi,83.004504,25.287958,5.850,3.4
"Pizzeria Vaatika Cafe","Pizza, Chinese",Varanasi,83.006523,25.288447,9.100,3.7
"Aman Restaurant","Chinese, North Indian",Varanasi,0,0,8.450,3.2
"Blue Lassi",Beverages,Varanasi,0,0,3.900,3.7
"Kerala Cafe","South Indian",Varanasi,0,0,3.900,3.6
"Baati Chokha","North Indian",Varanasi,0,0,5.850,3.7
"Deena Chat Bhandar","Street Food",Varanasi,0,0,0.000,3.8
"Dosa Cafe","South Indian",Varanasi,83.010021,25.307589,5.850,3.5
"Kashi Chat Bhandar","Street Food",Varanasi,82.971977,25.311385,1.950,4.1
"Chrystal Bowl Restaurant","North Indian",Varanasi,83.001801,25.290468,10.400,3.3
"Flavours Cafe","North Indian, Cafe",Varanasi,82.999827,25.281437,5.200,3.4
"Ming Garden",Chinese,Varanasi,82.982869,25.270943,7.800,3.5
"Burger King","North Indian, Fast Food",Varanasi,82.987294,25.334362,4.550,3.4
"Tandoor Villa","North Indian, Mughlai",Varanasi,82.98929069,25.33290879,7.800,3.6
"eastWEST - Radisson Hotel","Cafe, North Indian, Continental",Varanasi,82.98081,25.338373,7.800,3.3
"The Great Kabab Factory - Radisson Hotel","North Indian, Mughlai",Varanasi,82.98081,25.338373,14.300,3.3
"I:ba Cafe & Restaurant","Japanese, American, North Indian, Fast Food",Varanasi,0,0,13.000,3.5
"3Cherryz Sky Lounge & Cafe","Cafe, North Indian, Chinese",Varanasi,82.99116335,25.31717627,6.500,3.2
"VNS Live Studio","Chinese, North Indian",Varanasi,82.99169443,25.31834492,0.000,3.5
"Singh's Delight Restaurant","Chinese, North Indian",Varanasi,0,0,9.100,3.5
"Pizza Hut","Pizza, Fast Food",Vizag,83.31851111,17.73417778,7.800,4.6
"Pizza Hut","Pizza, Fast Food",Vizag,83.30513889,17.72614722,7.800,4.3
"Sri Sairam Parlour","South Indian, North Indian",Vizag,83.30341389,17.72629722,3.900,4.2
"Mekong - Hotel GreenPark","Chinese, Thai, Burmese, Vietnamese, Tibetan, Japanese",Vizag,83.307073,17.715819,16.900,4.4
"The Square - Hotel Novotel","Continental, North Indian",Vizag,83.315935,17.71069,22.100,4.1
"Alpha Hotel","North Indian, Biryani",Vizag,83.30161389,17.71202778,3.900,3.7
"Barbeque Nation","North Indian, Chinese, Mediterranean",Vizag,0,0,20.800,4.9
"Double Roti","Cafe, Fast Food, American",Vizag,0,0,13.000,3.8
"Bake My Wish","Fast Food",Vizag,0,0,5.850,3.8
"Kamat Restaurant","Andhra, North Indian, Chinese, Seafood, Biryani",Vizag,83.33809722,17.73480556,7.800,3.6
"My Restaurant","Andhra, North Indian, Chinese",Vizag,83.326859,17.740024,7.800,3.5
"Percolator Coffee House","Mughlai, Chinese, Cafe, BBQ, Cajun",Vizag,83.31983998,17.71266157,6.500,3.6
"Tea Trails","Fast Food",Vizag,0,0,6.500,3.7
"Six Degrees","South Indian, Chinese, Continental, Italian, North Indian",Vizag,83.304558,17.726709,7.800,4.1
"Sea Inn - Raju Gaari Dhaba","Biryani, Andhra",Vizag,83.38285833,17.78386944,5.850,4
"D Cabana","Continental, Seafood, Chinese, North Indian, Biryani",Vizag,83.361377,17.764287,7.800,3.6
